MTO_Number,Production_Orders,Materials
DS258249S,33,"05.02.21.05,05.02.24.02,05.02.22.01,05.02.20.18,05.20.01.03.008,05.02.11.07,05.02.04.055,03.04.001,03.03.001,03.02.02.090.01,07.02.065"
DS258248S,4,"03.04.001,03.03.001,05.01.06,07.25.06"
DS258246S,5,"03.03.001,03.04.001,05.01.44,07.25.44"
DS258243S,3,"05.02.27.079,05.02.04.177"
DS258241S,2,05.02.27.080
DS258240S,12,"03.04.001,03.03.001,05.01.83,07.01.78"
DS257231S,1,05.02.04.030.004
DS256205S,1,05.02.04.167
DS254129S,3,"05.02.08.040,05.02.04.097"
DK261019S,36,"05.02.14.29,05.02.26.55,05.02.20.49,05.02.19.05,05.02.22.09,05.02.03.074,05.02.14.30,05.02.21.17,05.20.01.11.068,05.02.27.082,05.02.04.185.001,06.02.161"
DK261018S,21,"05.02.26.25,05.02.04.011,05.02.01.08,05.02.20.17,05.02.27.011,05.20.01.11.033,05.02.15.03,06.02.012"
DK261017S,4,"05.02.15.03,05.02.04.011"
DK261016S,99,"05.04.03,03.03.001,05.01.06,05.01.07.01,05.01.71,07.01.53.03,07.01.06,07.01.53.02,07.01.53.04,07.01.07,07.01.53.01,07.01.71,07.25.72"
DK261015S,85,"05.05.05.022,05.05.05.066,05.05.01.041,05.05.08.06,05.08.02.02.005,05.05.04.021,05.05.22.05,05.05.20.04,05.05.03.014,05.05.01.059,05.05.01.058,05.20.02.03.021,05.05.03.015,05.05.10.017,05.05.03.012,05.08.02.02.006,05.05.04.022,05.20.02.03.054,03.03.001,07.03.030,07.03.088,07.03.071"
DK261014S,209,"05.02.10.20,05.02.26.35,05.02.26.32.001,05.02.26.32,05.02.08.047,05.02.08.027,05.02.04.108,05.02.27.007,05.02.04.085.001,05.02.04.085,05.02.22.06,05.02.03.021,05.02.01.35,05.02.20.19,05.20.01.11.011,05.02.27.060,05.02.15.26,05.02.04.006,05.02.08.024,05.20.01.11.071,05.02.15.19.001,05.02.20.23,05.02.22.03,05.02.03.018,05.20.01.11.041,05.02.27.047,05.02.15.19,05.20.01.01.031,05.04.03,05.03.11,05.03.07,05.20.01.01.019,03.03.001,05.20.01.01.016,07.02.122,07.02.008,07.02.095"
DK261011S,5,"05.02.15.03,05.02.04.011"
DK261009S,34,"05.02.10.20,05.02.26.35,05.02.04.108,05.02.26.32,05.02.04.085,05.02.08.047,05.02.08.027,05.02.22.06,05.02.03.021,05.02.01.35,05.02.20.19,05.20.01.11.011,05.02.27.060,05.02.15.26,05.02.20.23,05.02.22.03,05.02.03.018,05.20.01.11.041,05.02.27.047,05.02.15.19,05.20.01.01.031,05.04.03,05.03.11,05.03.07,05.20.01.01.019,03.03.001,07.02.122,07.02.095"
DK261006S,51,"05.02.04.181,05.20.01.11.033,05.02.26.25,05.02.01.08,05.02.26.57,05.02.20.17,05.02.27.011,05.02.15.49,05.02.20.22,05.02.22.03,05.02.03.018,05.02.14.32,05.02.29.04,05.20.01.11.069,05.02.04.192,06.02.012,06.02.164,05.02.15.03,05.02.04.011"
DK261005S,14,"05.02.10.20,05.02.26.35,05.02.04.108,05.02.08.047,05.02.22.06,05.02.03.021,05.02.01.35,05.02.20.19,05.20.01.11.011,05.02.27.060,05.02.15.26,05.20.01.01.031,03.03.001,07.02.122"
DK261001S,12,"05.14.02.01,03.03.001,05.14.02.05,05.14.02.04,03.01.012,07.32.004"
DK260112S,1,05.02.01.35
DK25B301S-A2,31,"05.02.15.26,05.02.04.108,05.02.22.06,05.02.03.021,05.02.01.35,05.20.01.11.011,05.02.26.35,05.02.27.060"
DK25B301S-A1,1,05.02.22.06
DK25B301S,66,"05.02.10.20,05.05.05.071,05.05.08.19,05.02.26.35,05.02.08.047,05.02.04.108,05.05.03.014,05.05.22.06,05.05.19.03,05.05.01.044,05.05.04.054,05.09.02.09,05.20.02.10.030,05.05.10.049,05.08.02.02.030,05.02.22.06,05.02.03.021,05.02.01.35,05.02.20.19,05.20.01.11.011,05.02.27.060,05.02.15.26,03.02.02.150,05.20.01.01.031,03.03.001,07.03.074,07.02.122"
DK25B300S,101,"05.02.10.20,05.02.26.32,05.02.26.35,05.02.08.027,05.02.08.047,05.02.04.085,05.02.04.108,05.02.15.19,05.02.20.23,05.02.22.03,05.02.03.018,05.20.01.11.041,05.02.27.047,05.02.15.26,05.02.22.06,05.02.03.021,05.02.01.35,05.20.01.11.011,05.02.27.060,05.04.03,05.03.11,05.03.07,05.20.01.01.019,05.20.01.01.031,03.03.001,07.02.095,07.02.122"
DK25B294S,88,"05.14.02.02.002,05.14.02.02.001,03.03.001,05.14.03.04,05.14.03.03,05.14.03.02,05.14.03.01,03.01.012,05.14.02.01,05.14.02.03,05.14.02.02,05.14.01.06,05.14.01.05,05.14.01.04,05.14.01.03,05.14.01.02,05.14.01.01,07.32.003,07.32.002,07.32.001"
DK25B291S,53,"03.03.001,05.14.02.01,05.14.02.05,05.14.02.04,03.01.012,05.14.01.06,05.14.01.05,05.14.01.04,05.14.01.03,05.14.01.02,05.14.01.01,07.32.004,07.32.001"
DK259277S,1,05.02.01.35
DK259275S,6,"05.01.88,05.01.87"
DK259271S,6,"03.03.001,05.14.02.01,05.14.02.05,05.14.02.04,03.01.012,07.32.004"
DK259268S,9,"03.03.001,05.14.02.01,05.14.02.05,05.14.02.04,03.01.012,07.32.004"
DK259267S,6,"03.03.001,05.14.03.04,05.14.03.03,05.14.03.02,05.14.03.01,07.32.003"
DK259263S,42,"03.03.001,05.14.03.04,05.14.03.03,05.14.03.02,05.14.03.01,07.32.003"
DK259259S,50,"05.14.02.02.002,05.14.02.02.001,03.03.001,05.14.02.03,05.14.02.02,05.14.01.06,05.14.01.05,05.14.01.04,05.14.01.03,05.14.01.02,05.14.01.01,05.14.02.01,05.14.02.05,05.14.02.04,03.01.012,07.32.002,07.32.001,07.32.004"
DK259257S,27,"03.03.001,05.14.03.04,05.14.03.03,05.14.03.02,05.14.03.01,05.14.02.01,05.14.02.05,05.14.02.04,03.01.012,07.32.003,07.32.004"
DK258253S,13,"03.03.001,05.14.01.06,05.14.01.05,05.14.01.04,05.14.01.03,05.14.01.02,07.32.001"
DK258250S,7,"05.05.05.066,05.05.10.017,05.05.03.012,05.08.02.02.006,05.20.02.03.054,03.03.001,07.03.071"
DK258247S,24,"03.03.001,05.14.03.04,05.14.03.03,05.14.03.02,05.14.03.01,07.32.003"
DK258242S,40,"05.02.26.35,05.02.26.32,05.02.08.047,05.02.08.027,05.02.22.06,05.02.03.021,05.02.01.35,05.02.20.19,05.20.01.11.011,05.02.27.060,05.02.15.26,05.02.20.23,05.02.22.03,05.02.03.018,05.20.01.11.041,05.02.27.047,05.02.15.19,05.20.01.01.031,05.04.03,05.03.07,05.20.01.01.019,03.03.001,05.03.11,07.02.122,07.02.095,05.02.10.20,05.02.04.085,05.02.04.108"
DK258003S,1,05.02.27.047
DK257232S,2,"05.01.54,05.02.04.119"
DK257223S,2,"05.05.05.066,05.20.02.03.054"
DK251102,1,03.03.001
DK250923,2,"03.05.002,03.05.001"
DK250912,1,03.03.001
DK250909,1,03.03.001
DK250827,2,03.03.001
DK250814,1,03.03.001
DK250805,1,03.04.001
DK24C333S,1,06.02.122
BHD251231,1,03.03.001
BH20251227,1,03.03.001
BH20251206,1,03.02.02.171
BH20251124,1,03.03.001
BH20251115,1,03.03.001
BH20251112,2,03.02.02.060
AY2601046,12,"05.02.21.06,05.02.04.060,05.05.05.061,05.02.20.18,05.02.22.01,05.20.01.03.009,05.20.01.11.005,05.05.04.050,05.05.10.042.002,05.08.01.01.016,06.02.070,06.03.065"
AY2601039,50,"05.02.14.29,05.05.04.041,05.05.05.047,05.05.05.046,05.05.05.045,05.05.05.044,05.05.05.043,05.02.26.55,05.02.03.075,05.02.04.193,05.05.01.011,05.05.02.09,05.05.13.02,05.08.01.02.017.001,05.05.04.040,05.05.10.033,05.08.02.02.017.001,05.05.04.039,05.05.10.032,05.08.02.02.031,05.05.04.038,05.05.10.031,05.08.01.01.013.001,05.05.03.006,05.05.22.04,05.05.19.02,05.05.04.037,05.05.08.11,05.08.02.02.032,05.02.19.05,05.02.22.09,05.02.03.074,05.02.14.30,05.02.21.17,05.02.27.082,05.02.04.185.001,05.02.20.49,05.02.09.12,05.02.27.083,05.02.03.076,05.02.12.48,06.03.051,06.03.050,06.03.048,06.03.047,06.03.046,06.02.161,06.02.162"
AY2601027,1,03.01.004
AY2601021,2,"05.07.34.02,05.20.04.01.34.01"
AY2601013,6,"05.06.06.020,05.06.08.048,05.06.09.23,05.06.02.28,05.06.02.27,06.04.012"
AY2601009,1,05.06.04.016
AY2512072-1,12,"05.02.26.02,05.02.03.025,05.02.27.003,05.20.01.11.013,05.02.04.003,06.02.003"
AY2512072,16,"05.02.26.02,05.02.27.003,05.02.20.23,05.02.03.025,05.20.01.11.013,05.02.04.003,07.02.003"
AY2512068,67,"05.05.12.21,05.05.11.30,05.06.05.021,05.05.01.046,05.05.30.01,05.06.12.015,05.06.08.017,05.20.03.02.023,05.02.20.22,05.05.02.26,05.05.01.064,05.20.02.06.013,05.05.08.25,05.20.02.04.006,06.04.080,06.03.076"
AY2512065-1,36,"05.02.01.14,05.02.26.01,05.02.14.23,05.02.26.33,05.02.04.029,05.02.04.103,05.02.20.15,05.02.27.024,05.02.04.039,05.20.01.04.004,05.20.01.11.012,05.02.27.004,05.02.20.16,05.20.01.03.013,05.02.01.30,05.20.01.11.042,05.02.15.25,07.02.100,07.02.039,07.02.030,07.02.109,07.02.116,07.02.101"
AY2512065,29,"05.01.31,05.01.51,05.01.71,05.01.13,07.23.019,07.06.003,07.01.31,07.01.51,07.01.71,07.01.56,07.01.45,07.07.004,07.23.006,07.01.53.02,07.01.53.01,07.06.009,07.25.29,07.01.49,07.01.42,07.01.57,07.25.14,07.01.58,07.01.13,07.01.46"
AY2512062,34,"05.02.27.017,05.02.27.053,05.02.04.019,05.02.04.024,05.02.04.096,05.02.04.131,05.02.14.31,05.02.03.073,05.02.04.011,05.02.26.25,05.02.26.42,05.02.21.04,05.02.11.03,05.02.04.060,05.02.21.03,05.02.11.01,05.02.04.055,05.02.15.03,05.02.20.48,05.02.20.47,05.02.12.38.001,05.02.20.18,05.02.19.01,06.02.012,06.02.107,06.02.057,06.02.053,06.02.020,06.02.025,06.02.110"
AY2512052,10,"05.01.07.01.02,07.25.07"
AY2512050,8,"05.07.34.02,05.01.06,05.07.34.01,05.20.04.01.34.01"
AY2512047,12,"05.02.27.003,05.02.27.042,05.02.12.16,05.02.04.097,05.02.04.003,05.02.04.075"
AY2512040,50,"05.05.02.13,05.06.05.064,05.05.01.040,05.05.05.078,05.06.12.016,05.06.29.001,05.06.09.23,05.06.02.28,05.06.02.27,05.06.02.26,05.05.03.014,05.05.20.03,05.05.04.050,05.05.27.01,05.05.28.01,05.08.01.01.016,06.03.065,07.18.441"
AY2512030,8,"05.01.56,05.01.06,05.01.51,05.01.71"
AY2512024,23,"05.06.05.011,05.06.04.014,05.05.05.055,05.06.24.01,05.06.18.06,05.06.12.018,05.06.12.012,05.06.08.011,05.06.09.09,05.06.21.01,05.06.20.01,05.06.02.16,05.20.03.02.014,05.06.04.025,05.20.03.02.047,05.05.03.002,05.05.02.12,05.05.01.023,05.05.04.047,05.20.02.03.047,05.05.08.09,05.05.10.059,07.18.451"
AY2512022-1,8,"05.02.24.01,05.20.01.11.003,05.02.04.066,05.02.20.18,05.02.22.01,05.02.19.01,05.05.09.047,06.02.075"
AY2512022,8,"05.20.01.11.003,05.02.04.066,05.02.26.26,05.02.20.18,05.02.22.01,05.02.19.01,05.05.09.047,06.02.075"
AY2512020,7,"05.06.12.001,05.06.06.010,05.06.18.06,05.06.08.007,05.06.09.01,05.06.02.03,06.04.053"
AY2512015,80,"05.02.08.056,05.02.08.057,05.04.02,05.01.06,07.14.019,05.05.05.065,05.02.14.29,05.02.04.185,05.02.26.55,05.06.05.051,05.05.05.061,05.06.05.028,05.05.04.026,05.05.09.021,05.04.06,05.02.20.49,05.02.19.05,05.02.22.09,05.02.03.074,05.02.14.30,05.02.21.17,05.02.27.082,05.02.15.65,05.06.18.06,05.06.12.015,05.06.07.007,05.06.09.28,05.06.02.28,05.06.02.27,05.06.02.26,05.05.04.050,05.05.09.040,05.08.01.01.016,05.06.12.016,05.06.07.025,05.06.09.16,05.06.03.08,05.06.02.19,05.05.03.012,05.08.02.02.009,05.02.22.08,05.02.20.39,05.20.01.11.063,05.02.14.22,05.02.04.162,05.16.01.06,05.02.08.063,05.16.01.12,05.01.08,06.02.069,05.02.10.27,05.02.08.069,07.08.007,07.14.020,07.18.340,07.18.445"
AY2512013,3,03.03.001
AY2512012,92,"05.05.10.042.002,05.05.10.042,05.20.01.11.039,05.02.04.116,05.02.15.61,05.02.04.075,05.02.12.37,05.06.05.008,05.02.03.065,05.05.12.16,05.05.11.26,05.02.26.42,05.02.21.06,05.02.26.22,05.02.27.019,05.02.21.05,05.05.05.054,05.02.12.45,05.02.11.03,05.02.04.060,05.02.27.008,05.02.12.16,05.02.04.055,05.05.05.061,05.06.18.06,05.06.12.011,05.06.07.008,05.06.04.036,05.06.04.035,05.06.04.048,05.06.02.07,05.20.03.02.051,05.20.02.06.008,05.05.12.17,05.20.02.05.009,05.05.04.046,05.05.10.037,05.20.02.09.006.001,05.02.20.48,05.02.20.47,05.20.01.11.064,05.02.01.41.001,05.20.01.03.009,05.02.20.02,05.20.01.11.030,05.02.04.007,05.02.27.042,05.02.03.066,05.02.03.029,05.20.01.11.021,05.20.01.10.013,05.02.04.032,05.02.22.01,05.02.20.18,05.20.01.03.008,05.20.01.11.005,05.05.03.012,05.05.04.050,05.08.01.01.016,06.04.051,06.03.058,06.02.132,06.02.070,06.02.007,06.02.084,06.02.032,06.02.065,06.03.065"
AY2512004,49,"05.01.07.01.02,07.25.07"
AY2512003,41,"05.02.26.30,05.02.20.24,05.02.03.005,05.02.01.27,05.02.04.101.001,06.02.114,05.02.21.03,05.05.04.041,05.05.05.047,05.05.05.046,05.05.05.045,05.05.05.044,05.05.05.043,05.02.04.171,05.05.01.011,05.05.02.09,05.05.13.02,05.08.01.02.017.001,05.05.04.040,05.05.10.033,05.08.02.02.017.001,05.05.04.039,05.05.10.032,05.08.02.02.031,05.05.04.038,05.05.10.031,05.08.01.01.013.001,05.05.03.006,05.05.22.04,05.05.19.02,05.05.04.037,05.05.08.11,05.05.10.030,05.08.02.02.032,06.02.053,06.03.051,06.03.050,06.03.048,06.03.047,06.03.046"
AY2511043,2,05.05.08.25
AY2511039-1,5,"05.02.26.54,05.02.29.03,05.20.01.11.067"
AY2511039,36,"05.02.14.31,05.02.26.14,05.02.27.022,05.02.26.54,05.02.21.04,05.02.04.060,05.02.20.23,05.02.03.031,05.20.01.11.023,05.20.01.10.018,05.02.04.037,05.02.20.18,05.02.22.01,05.20.01.11.067,05.20.01.03.006,05.02.29.03,06.02.037,06.02.057"
AY2511035,12,"05.02.01.37,05.02.26.37,05.02.20.31,05.02.27.062,05.02.04.110,06.02.125"
AY2511031,13,"05.02.26.14,05.02.27.022,05.02.20.23,05.02.03.031,05.20.01.11.023,05.02.04.037.001,06.02.037"
AY2511029-3,15,"05.20.01.11.039,05.02.26.30,05.02.26.25,05.20.01.11.033,05.20.01.11.019,05.02.26.09,05.02.24.01,05.20.01.11.003,05.20.01.11.023"
AY2511029-1,4,"05.02.03.077,05.02.04.077,06.02.086,06.05.01.01"
AY2511029,29,"06.02.012,06.02.086,06.02.049,06.02.084,06.02.037,06.02.038,06.02.040,07.05.11.03,07.05.11.06,07.18.114,07.18.360,07.18.358,05.02.04.075,05.02.04.011,05.02.04.051,05.02.04.038,05.05.11.11,05.02.04.077,05.02.04.037,05.02.04.040,05.20.01.09.010,05.02.12.16,05.02.03.077"
AY2511025,16,"05.02.04.061,05.02.26.28,05.02.14.13,05.02.01.01,05.02.26.09,05.02.03.006,05.02.19.02,05.02.03.010,05.02.03.040,05.02.15.62,05.02.07.15,05.02.04.125,05.01.56,06.02.067,06.02.061,07.25.57"
AY2511021,11,"05.06.09.10,05.06.05.015,05.06.18.06,05.06.12.039,05.06.02.10,05.20.03.02.017,06.04.064"
AY2511016,152,"05.02.04.131,05.02.14.31,05.02.03.073,05.02.04.059,05.02.04.041,05.02.04.065,05.02.04.064,05.02.04.030,05.02.26.42,05.02.03.012,05.02.21.10,05.02.03.011,05.02.24.06,05.02.14.25,05.02.01.52,05.02.04.168,05.02.26.50,05.02.01.51,05.02.14.24,05.02.04.158,05.02.01.15,05.02.26.25,05.02.04.011,05.02.21.06,05.02.21.04,05.02.11.03,05.02.21.05,05.02.24.02,05.02.21.03,05.02.24.01,05.02.11.01,05.02.04.055,05.02.27.050,05.02.03.028,05.02.26.45,05.02.27.038,05.02.26.14,05.02.27.022,05.02.07.03,05.02.27.017,05.02.27.053,05.02.26.29,05.02.04.188,05.02.04.068,05.02.03.071,05.02.03.070,05.02.03.069,05.02.12.04,05.02.20.48,05.02.20.47,05.02.12.38.001,05.02.11.06,05.02.15.63,05.02.21.09,05.02.11.05,05.02.15.16,05.02.27.077,05.02.20.46,05.02.27.072,05.02.15.36,05.02.20.17,05.02.04.060,05.02.20.18,05.02.19.01,05.02.22.01,05.02.27.050.009,05.02.20.11.02,05.02.20.11.01,05.02.09.11,05.02.09.10,05.02.04.090,05.02.20.24,05.02.03.031,05.02.04.037,05.02.04.021,05.02.20.16,05.02.04.019,05.02.20.08,05.02.04.024,05.02.20.02,05.02.04.096,05.02.20.22,05.02.19.03,05.02.03.017,05.02.12.46,05.02.12.10,06.02.041,06.02.107,06.02.074,06.02.073,06.02.140,06.02.138,06.02.031,06.02.012,06.02.070,06.02.057,06.02.065,06.02.053,06.02.100,06.02.056,06.02.037,06.02.022,06.02.020,06.02.025,06.02.110,06.02.066,06.02.081"
AY2511007,66,"05.05.30.01,05.06.05.021,05.05.01.046,05.05.12.21,05.05.11.30,05.06.12.015,05.20.03.02.023,05.02.20.22,05.05.02.26,05.05.01.064,05.20.02.06.013,05.05.08.25,05.20.02.04.006,06.04.080,06.03.076"
AY2511004,20,"05.02.27.081,05.20.01.10.040,05.02.04.079,05.01.78,05.01.06,05.01.71,07.02.089,07.25.75,07.25.06,07.25.72"
AY2510073,53,"05.06.05.014,05.06.05.015,05.06.18.01,05.06.08.012,05.06.02.04,05.20.03.02.016,05.06.18.06,05.06.12.039,05.06.09.10,05.06.02.10,05.20.03.02.017,06.04.062,06.04.064"
AY2510069,8,"05.07.33.05.001,05.07.33.05.002,05.07.17.25,05.20.04.01.26.25,06.05.28.04"
AY2510055,12,"06.04.003,05.06.03.08,05.06.18.01,05.06.12.016,05.06.07.025,05.06.09.16,05.06.02.19,05.06.05.028"
AY2510045,1,05.06.04.069
AY2510042,5,"05.05.05.065,05.05.04.026,05.05.03.012,05.08.02.02.009,06.03.070"
AY2510035,129,"05.05.05.073,05.08.02.02.027,05.02.04.066,05.05.01.013,05.05.08.04,05.07.22.10,05.06.12.001,05.06.05.019,05.06.05.009,05.02.26.26,05.05.03.004,05.05.01.040,05.05.07.06,05.08.02.02.022,05.04.06,05.07.03.16,05.07.19.01,05.06.21.01,05.06.20.01,05.06.12.020,05.06.12.029,05.06.01.09,05.06.01.07,05.06.14.05,05.06.02.32,05.06.09.25,05.06.08.045,05.06.04.001,05.06.04.037,05.06.04.055,05.06.05.054,05.05.01.015,05.05.01.014,05.05.01.012,05.05.04.056,05.05.10.063,05.05.26.18,05.07.03.13,05.07.01.10,05.07.01.09,05.07.01.08,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.06.22.01,05.06.18.06,05.06.12.015,05.06.07.008,05.06.02.07,05.02.22.01,05.02.19.01,05.05.09.047,05.08.01.02.024,05.05.27.02,05.05.02.25,05.05.01.047,05.05.12.20,05.05.05.079,05.05.04.059,05.05.28.05,05.05.20.03,05.05.02.13,05.05.04.052,05.05.05.063,05.05.09.041,05.01.06,06.02.075,06.03.091,06.03.068,07.17.179,07.14.018,07.17.178,07.18.447,05.05.03.014"
AY2510027,5,"05.02.08.067,05.02.08.066"
AY2510024,101,"05.02.26.18,05.02.20.16,05.02.27.084,05.02.04.027,06.02.028,05.02.26.24,05.02.27.074,05.02.04.033,06.02.033,05.02.07.06,05.02.26.28,05.02.14.13,05.02.04.118,05.02.03.006,05.02.19.02,05.02.03.010,05.02.03.040,05.02.29.02,05.02.04.061,05.02.20.06,03.02.02.150,05.02.01.43,05.02.26.43,05.02.12.32,06.02.067,06.02.141"
AY2510019,33,"05.01.56,05.01.29,05.01.08,05.01.10,05.01.06,05.01.71,07.25.57,07.25.29,07.25.08,07.25.10,07.25.06,07.25.72"
AY2510018,62,"05.05.05.065,05.05.05.022,05.05.05.054,05.05.05.066,05.05.05.061,05.05.05.027,05.05.05.028,05.02.03.065,05.05.12.16,05.05.05.053,05.08.02.02.020,05.05.12.14,05.05.04.026,05.05.04.021,05.08.02.02.005,05.20.02.03.053,05.05.12.17,05.05.04.046,05.20.02.03.046,05.05.10.037,05.08.01.02.018,05.20.02.03.054,05.08.02.02.006,05.05.04.050,05.20.02.03.058,05.05.28.01,05.08.01.01.016,05.20.02.06.008,05.05.04.045,05.05.10.065,05.20.02.03.025,05.08.01.01.006,05.05.03.015,05.20.02.03.026,05.08.02.02.009,05.05.01.059,05.05.01.058,05.05.03.012,05.05.04.022,05.20.02.03.021,05.05.10.017,06.03.070,06.03.058,06.03.071,06.03.065,06.03.057,06.03.089,06.03.088,06.03.087,06.03.086"
AY2510014-1,39,"05.06.06.018,05.02.14.23,05.02.26.33,05.02.04.103,05.02.24.06,05.02.25.11,05.05.08.04,05.06.12.022,05.06.11.06,05.06.11.01,05.06.11.08,05.06.11.03,05.06.11.04,05.06.18.01,05.06.08.029,05.06.02.04,05.06.11.05,05.20.03.02.033,05.02.20.16,05.20.01.03.013,05.02.01.30,05.20.01.11.042,05.02.15.25,05.02.20.24,05.02.19.04,05.02.14.16,05.20.01.11.010,05.20.01.10.038,05.02.04.130,06.04.009,06.02.116,06.02.106"
AY2510014,2,"05.01.31,05.01.71"
AY2510012,4,"06.03.028,06.03.030,06.03.031,06.03.065"
AY2509077,9,"05.20.01.01.011,05.02.21.06,05.02.20.18,05.02.19.01,05.02.22.01,05.20.01.03.009,05.20.01.11.005,05.02.04.060,06.02.070"
AY2509069,4,"05.02.27.017,05.02.26.21"
AY2509056,1,05.20.01.01.034
AY2509055,8,"05.02.03.011,05.02.24.06,05.20.01.05.001,05.02.21.09,05.02.11.05,05.02.04.064,03.02.02.080,07.02.073"
AY2509037,31,"05.07.05.01,05.07.05.03,05.06.05.021,05.05.05.033,05.20.04.01.10.01,05.07.03.12,05.07.01.06,05.07.01.05,05.07.01.04,05.20.04.01.10.02,05.06.12.015,05.20.03.01.015,05.05.04.027,05.20.02.03.027,05.05.11.24,06.05.01.02,06.05.01.01,06.04.080,06.03.021"
AY2509031,2,06.03.065
AY2509024,6,"05.07.30.05,05.07.30.03,05.20.04.01.16.03,05.20.04.01.16.05,06.05.26.05,06.05.26.03"
AY2509012,19,"05.02.26.21,05.02.27.017,05.02.20.08,05.20.01.11.029,05.20.01.10.010,05.02.04.024,06.02.025"
AY2508081,37,"05.05.05.022,05.06.05.028,05.06.05.001,05.05.04.026,05.05.05.028,05.05.07.10,05.06.08.024.01,05.06.09.16,05.06.03.08,05.06.02.19,05.06.18.01,05.06.09.01,05.06.07.001,05.06.03.02,05.06.02.01,05.06.01.01,05.05.09.021,05.08.02.02.009,05.05.03.014,05.08.02.02.006,06.04.003,06.04.037,06.03.035,06.03.030"
AY2508072,9,"05.05.09.037,05.05.07.06,05.05.04.042,05.08.02.02.018,06.03.052,05.05.01.041,05.05.05.048"
AY2508055,118,"05.05.05.071,05.05.08.19,05.06.06.047,05.06.12.025,05.06.06.044,05.06.06.004,05.06.05.021,05.06.05.023,05.06.05.049,05.06.05.024,05.06.06.027,05.05.05.072,05.05.04.055,05.05.10.050,05.08.01.02.021,05.05.03.014,05.05.22.06,05.05.19.03,05.05.01.044,05.05.04.054,05.05.10.049,05.08.02.02.030,05.06.08.006,05.06.09.05,05.06.14.04,05.06.14.03,05.06.12.031,05.06.09.20,05.06.08.007,05.06.02.23,05.06.07.012,05.06.03.11,05.06.02.29,05.06.09.22,05.06.08.003,05.06.02.03,05.06.08.018,05.06.08.020,05.06.08.040,05.06.20.06,05.06.04.036,05.06.04.035,05.06.04.048,05.06.22.01,05.06.21.01,05.06.20.01,05.06.18.04,05.06.04.021,05.06.04.028,05.06.04.059,05.06.18.03,05.06.09.14,05.06.07.015,05.06.02.14,05.06.01.05,05.06.18.06,05.06.08.048,05.06.02.26,05.06.02.28,05.06.02.27,05.06.21.04,05.06.20.05,05.06.04.032,05.06.04.031,05.06.04.045,05.06.18.02,05.06.02.31,05.06.04.061,05.06.03.12,05.06.04.054,05.06.12.032,05.06.12.033,05.06.01.06,05.06.01.08,05.06.08.043,05.06.12.028,05.06.05.053,05.06.12.020,05.06.12.029,05.06.01.09,05.06.01.07,05.06.14.05,05.06.02.32,05.06.09.25,05.06.08.045,05.06.04.001,05.06.04.037,05.06.04.055,05.06.05.054,05.06.04.022,05.06.05.025,05.06.09.26,05.06.10.01,05.06.09.13,05.06.08.019,05.06.04.027,05.06.03.07,05.06.02.13,05.06.04.020,05.06.05.022,06.03.075,06.03.074,06.04.047,06.04.020,06.04.067,06.04.061,06.04.039,06.04.080,06.04.082,06.04.035,06.04.072,06.04.073,06.04.083,06.04.084,06.04.075,06.04.081"
AY2508043,10,"05.20.02.10.023,05.06.05.010,05.05.05.074,05.08.02.02.029,05.06.18.02,05.20.03.02.012,05.05.04.057,05.20.02.03.057,05.05.10.052,07.18.389"
AY2508042,42,"05.02.14.28,03.01.002,05.02.15.58,05.02.27.026,05.02.31.02,05.02.15.25,05.02.27.058,05.02.20.16,05.02.04.042,05.02.26.06,05.02.20.12,05.02.04.103,05.20.01.03.003,05.20.01.11.042,05.20.01.02.004,05.20.01.03.017,05.20.01.11.016,07.23.006,07.02.116,07.02.042"
AY2508036,6,"05.02.21.03,05.20.01.03.005,05.20.01.11.003,05.02.04.055,05.20.01.01.011,07.02.053"
AY2508033,6,"06.02.089,05.02.27.081,05.01.86"
AY2508031,1,05.06.08.011
AY2508018,1,03.02.11.136.01
AY2508011,7,"06.02.005,06.02.051,06.02.125"
AY2508008,27,"06.03.078,05.05.05.073,05.08.02.02.027,05.05.03.017,05.05.03.012,05.05.04.056,05.05.10.063,05.20.02.02.005,05.05.03.016"
AY2507082-1,2,"05.07.21.02,05.20.04.01.20.02"
